Order_Item_ID,Order_ID,Product_ID,Quantity,Unit_Price,Total_Price
85,85,192,1,15107.45,15107.45
86,86,224,2,53537.82,107075.64
87,87,223,5,41409.35,207046.75
88,88,84,5,18918.53,94592.65
89,89,184,3,25759.96,77279.88
90,90,200,3,17145.0,51435.0
91,91,202,5,10640.66,53203.3
92,92,35,1,12662.52,12662.52
93,93,30,5,10958.09,54790.45
94,94,86,4,21297.54,85190.16
95,95,45,2,61881.38,123762.76
96,96,244,3,3395.09,10185.27
97,97,247,1,1889.76,1889.76
98,98,23,5,56494.42,282472.1
99,99,72,4,54286.43,217145.72
100,100,55,4,57983.9,231935.6
101,101,125,5,42471.61,212358.05
102,102,109,2,29367.34,58734.68
103,103,103,2,5533.32,11066.64
104,104,130,5,17397.94,86989.7
105,105,98,3,45423.62,136270.86
106,106,75,5,42394.12,211970.6
107,107,242,5,14842.89,74214.45
108,108,225,4,60097.04,240388.16
109,109,174,4,56927.09,227708.36
110,110,146,1,38757.35,38757.35
111,111,182,4,53789.43,215157.72
112,112,142,2,24742.5,49485.0
113,113,208,2,41507.35,83014.7
114,114,6,1,642.86,642.86
115,115,141,1,11433.67,11433.67
116,116,6,1,642.86,642.86
117,117,25,3,22922.96,68768.88
118,118,46,5,32367.18,161835.9
119,119,210,4,29960.64,119842.56
120,120,171,4,10281.14,41124.56
121,121,153,1,1829.17,1829.17
122,122,102,2,28252.05,56504.1
123,123,82,1,37506.05,37506.05
124,124,83,4,62547.04,250188.16
125,125,83,5,62547.04,312735.2
126,126,88,1,38006.23,38006.23
127,127,65,5,25140.63,125703.15
128,128,197,1,30911.41,30911.41
129,129,145,4,12802.99,51211.96
130,130,114,1,25781.07,25781.07
131,131,162,1,64005.28,64005.28
132,132,170,5,55187.3,275936.5
133,133,3,1,1679.44,1679.44
134,134,183,3,12734.47,38203.41
135,135,162,3,64005.28,192015.84
136,136,132,4,55437.19,221748.76
137,137,231,2,63124.22,126248.44
138,138,70,2,66121.59,132243.18
139,139,169,2,62923.23,125846.46
140,140,124,3,19205.78,57617.34
141,141,225,5,60097.04,300485.2
142,142,246,4,17087.52,68350.08
143,143,109,3,29367.34,88102.02
144,144,181,2,30941.3,61882.6
145,145,159,3,2783.41,8350.23
146,146,209,5,39850.3,199251.5
147,147,51,1,4745.62,4745.62
148,148,244,3,3395.09,10185.27
149,149,30,4,10958.09,43832.36
150,150,32,5,21295.25,106476.25
151,151,119,2,33444.49,66888.98
152,152,191,3,35165.54,105496.62
153,153,17,2,36691.73,73383.46
154,154,168,2,18613.65,37227.3
155,155,222,3,8275.82,24827.46
156,156,53,2,13502.43,27004.86
157,157,84,2,18918.53,37837.06
158,158,242,4,14842.89,59371.56
159,159,119,3,33444.49,100333.47
160,160,173,4,50939.53,203758.12
161,161,175,4,66335.25,265341.0
162,162,128,4,17503.4,70013.6
163,163,55,3,57983.9,173951.7
164,164,232,2,18463.39,36926.78
165,165,100,3,55420.51,166261.53
166,166,137,4,23377.61,93510.44
167,167,83,1,62547.04,62547.04
168,168,53,1,13502.43,13502.43
169,169,3,3,1679.44,5038.32
170,170,182,5,53789.43,268947.15
171,171,113,5,14029.76,70148.8
172,172,24,3,9618.22,28854.66
173,173,1,4,10808.33,43233.32
174,174,234,4,56146.62,224586.48
175,175,20,2,20223.14,40446.28
176,176,223,5,41409.35,207046.75
177,177,8,4,31794.75,127179.0
178,178,22,5,42176.54,210882.7
179,179,153,1,1829.17,1829.17
180,180,124,3,19205.78,57617.34
181,181,101,4,47716.78,190867.12
182,182,228,4,66102.43,264409.72
183,183,155,4,646.95,2587.8
184,184,214,3,46708.94,140126.82
185,185,122,2,24480.91,48961.82
186,186,204,1,44102.83,44102.83
187,187,118,1,4934.91,4934.91
188,188,193,2,1860.99,3721.98
189,189,75,2,42394.12,84788.24
190,190,95,4,59509.32,238037.28
191,191,109,5,29367.34,146836.7
192,192,169,2,62923.23,125846.46
193,193,201,1,29524.33,29524.33
194,194,56,2,37341.47,74682.94
195,195,90,2,735.6,1471.2
196,196,100,5,55420.51,277102.55
197,197,96,2,5276.47,10552.94
198,198,227,3,61598.02,184794.06
199,199,84,5,18918.53,94592.65
200,200,115,4,6132.98,24531.92
201,201,126,2,64362.26,128724.52
202,202,82,1,37506.05,37506.05
203,203,122,5,24480.91,122404.55
204,204,195,1,56252.99,56252.99
205,205,192,1,15107.45,15107.45
206,206,170,4,55187.3,220749.2
207,207,46,5,32367.18,161835.9
208,208,177,2,25646.36,51292.72
209,209,168,5,18613.65,93068.25
210,210,77,4,2172.62,8690.48
211,211,216,4,21395.53,85582.12
212,212,69,4,9102.07,36408.28
213,213,192,1,15107.45,15107.45
214,214,47,4,40909.49,163637.96
215,215,23,3,56494.42,169483.26
216,216,157,5,10754.95,53774.75
217,217,53,4,13502.43,54009.72
218,218,172,2,53622.22,107244.44
219,219,28,5,54176.7,270883.5
220,220,102,2,28252.05,56504.1
221,221,221,4,41568.44,166273.76
222,222,86,4,21297.54,85190.16
223,223,179,3,51970.0,155910.0
224,224,66,2,6070.99,12141.98
225,225,149,1,10425.94,10425.94
226,226,150,3,25258.79,75776.37
227,227,17,5,36691.73,183458.65
228,228,215,3,16623.86,49871.58
229,229,101,4,47716.78,190867.12
230,230,56,1,37341.47,37341.47
231,231,16,4,10378.88,41515.52
232,232,52,4,11931.31,47725.24
233,233,38,1,547.71,547.71
234,234,203,1,52650.81,52650.81
235,235,92,1,59038.83,59038.83
236,236,100,3,55420.51,166261.53
237,237,15,4,27970.24,111880.96
238,238,131,4,29903.35,119613.4
239,239,223,1,41409.35,41409.35
240,240,224,3,53537.82,160613.46
241,241,215,5,16623.86,83119.3
242,242,28,1,54176.7,54176.7
243,243,53,3,13502.43,40507.29
244,244,196,2,50609.16,101218.32
245,245,224,4,53537.82,214151.28
246,246,192,2,15107.45,30214.9
247,247,155,4,646.95,2587.8
248,248,94,2,28901.65,57803.3
249,249,124,2,19205.78,38411.56
250,250,196,5,50609.16,253045.8
251,251,82,5,37506.05,187530.25
252,252,192,5,15107.45,75537.25
253,253,101,4,47716.78,190867.12
254,254,118,4,4934.91,19739.64
255,255,179,1,51970.0,51970.0
256,256,86,3,21297.54,63892.62
257,257,77,5,2172.62,10863.1
258,258,152,5,11244.0,56220.0
259,259,183,1,12734.47,12734.47
260,260,122,1,24480.91,24480.91
261,261,47,5,40909.49,204547.45
262,262,236,5,12330.19,61650.95
263,263,99,5,10955.12,54775.6
264,264,196,5,50609.16,253045.8
265,265,239,1,8293.55,8293.55
266,266,84,3,18918.53,56755.59
267,267,181,5,30941.3,154706.5
268,268,47,4,40909.49,163637.96
269,269,3,1,1679.44,1679.44
270,270,169,2,62923.23,125846.46
271,271,147,2,979.82,1959.64
272,272,56,1,37341.47,37341.47
273,273,55,2,57983.9,115967.8
274,274,101,5,47716.78,238583.9
275,275,147,2,979.82,1959.64
276,276,121,3,12980.71,38942.13
277,277,108,1,7901.41,7901.41
278,278,41,1,29618.34,29618.34
279,279,64,4,45985.44,183941.76
280,280,195,5,56252.99,281264.95
281,281,217,5,26516.35,132581.75
282,282,74,1,20062.57,20062.57
283,283,93,4,46909.04,187636.16
284,284,124,1,19205.78,19205.78
285,285,178,2,64556.87,129113.74
286,286,190,5,42783.57,213917.85
287,287,18,5,44633.15,223165.75
288,288,69,2,9102.07,18204.14
289,289,180,3,22916.64,68749.92
290,290,17,5,36691.73,183458.65
291,291,91,4,31454.59,125818.36
292,292,193,1,1860.99,1860.99
293,293,122,4,24480.91,97923.64
294,294,171,3,10281.14,30843.42
295,295,87,5,46894.5,234472.5
296,296,154,2,56227.97,112455.94
297,297,40,2,10792.75,21585.5
298,298,178,3,64556.87,193670.61
299,299,93,2,46909.04,93818.08
300,300,177,5,25646.36,128231.8
301,301,83,5,62547.04,312735.2
302,302,126,1,64362.26,64362.26
303,303,223,4,41409.35,165637.4
304,304,50,1,38689.96,38689.96
305,305,201,2,29524.33,59048.66
306,306,197,2,30911.41,61822.82
307,307,141,2,11433.67,22867.34
308,308,156,2,22854.19,45708.38
309,309,205,2,44040.82,88081.64
310,310,92,2,59038.83,118077.66
311,311,140,4,48596.53,194386.12
312,312,135,5,32067.55,160337.75
313,313,128,1,17503.4,17503.4
314,314,96,2,5276.47,10552.94
315,315,90,5,735.6,3678.0
316,316,167,4,32297.74,129190.96
317,317,77,4,2172.62,8690.48
318,318,242,2,14842.89,29685.78
319,319,106,5,19251.91,96259.55
320,320,171,3,10281.14,30843.42
321,321,218,4,28695.07,114780.28
322,322,69,4,9102.07,36408.28
323,323,71,3,49802.41,149407.23
324,324,83,1,62547.04,62547.04
325,325,117,2,13182.39,26364.78
326,326,230,5,31745.27,158726.35
327,327,63,1,28971.16,28971.16
328,328,195,1,56252.99,56252.99
329,329,237,1,27207.03,27207.03
330,330,141,3,11433.67,34301.01
331,331,186,1,43925.21,43925.21
332,332,135,5,32067.55,160337.75
333,333,13,5,53776.88,268884.4
334,334,123,3,32240.11,96720.33
335,335,104,3,18898.17,56694.51
336,336,210,3,29960.64,89881.92
337,337,193,1,1860.99,1860.99
338,338,192,3,15107.45,45322.35
339,339,139,1,22524.02,22524.02
340,340,167,1,32297.74,32297.74
341,341,82,5,37506.05,187530.25
342,342,3,1,1679.44,1679.44
343,343,1,5,10808.33,54041.65
344,344,232,5,18463.39,92316.95
345,345,228,4,66102.43,264409.72
346,346,125,5,42471.61,212358.05
347,347,126,3,64362.26,193086.78
348,348,65,4,25140.63,100562.52
349,349,112,1,58381.78,58381.78
350,350,151,2,12383.09,24766.18
351,351,115,5,6132.98,30664.9
352,352,208,5,41507.35,207536.75
353,353,245,4,7411.87,29647.48
354,354,97,2,68459.59,136919.18
355,355,213,4,46579.95,186319.8
356,356,202,3,10640.66,31921.98
357,357,100,3,55420.51,166261.53
358,358,63,2,28971.16,57942.32
359,359,60,3,49134.01,147402.03
360,360,210,4,29960.64,119842.56
361,361,114,3,25781.07,77343.21
362,362,191,5,35165.54,175827.7
363,363,105,2,26970.33,53940.66
364,364,51,4,4745.62,18982.48
365,365,148,2,45590.74,91181.48
366,366,40,4,10792.75,43171.0
367,367,236,2,12330.19,24660.38
368,368,129,1,9524.26,9524.26
369,369,158,1,64606.23,64606.23
370,370,89,1,35164.04,35164.04
371,371,47,2,40909.49,81818.98
372,372,125,3,42471.61,127414.83
373,373,53,5,13502.43,67512.15
374,374,227,4,61598.02,246392.08
375,375,63,3,28971.16,86913.48
376,376,81,1,30957.28,30957.28
377,377,83,2,62547.04,125094.08
378,378,30,5,10958.09,54790.45
379,379,75,1,42394.12,42394.12
380,380,82,1,37506.05,37506.05
381,381,65,4,25140.63,100562.52
382,382,34,4,55038.37,220153.48
383,383,7,5,65009.38,325046.9
384,384,123,5,32240.11,161200.55
385,385,110,2,7098.93,14197.86
386,386,153,1,1829.17,1829.17
387,387,70,3,66121.59,198364.77
388,388,244,5,3395.09,16975.45
389,389,125,4,42471.61,169886.44
390,390,61,4,58995.31,235981.24
391,391,97,1,68459.59,68459.59
392,392,147,5,979.82,4899.1
393,393,193,3,1860.99,5582.97
394,394,149,1,10425.94,10425.94
395,395,156,5,22854.19,114270.95
396,396,24,4,9618.22,38472.88
397,397,193,3,1860.99,5582.97
398,398,125,2,42471.61,84943.22
399,399,100,4,55420.51,221682.04
400,400,94,2,28901.65,57803.3
401,401,158,4,64606.23,258424.92
402,402,166,5,5840.36,29201.8
403,403,135,3,32067.55,96202.65
404,404,135,4,32067.55,128270.2
405,405,207,3,68454.58,205363.74
406,406,130,5,17397.94,86989.7
407,407,175,3,66335.25,199005.75
408,408,232,3,18463.39,55390.17
409,409,116,1,45582.6,45582.6
410,410,63,1,28971.16,28971.16
411,411,205,5,44040.82,220204.1
412,412,138,3,39621.63,118864.89
413,413,246,3,17087.52,51262.56
414,414,68,5,43109.08,215545.4
415,415,239,4,8293.55,33174.2
416,416,17,4,36691.73,146766.92
417,417,63,5,28971.16,144855.8
418,418,82,2,37506.05,75012.1
419,419,87,4,46894.5,187578.0
420,420,65,4,25140.63,100562.52
421,421,123,4,32240.11,128960.44
422,422,72,2,54286.43,108572.86
423,423,113,2,14029.76,28059.52
424,424,21,2,7177.36,14354.72
425,425,57,5,59016.95,295084.75
426,426,71,5,49802.41,249012.05
427,427,117,4,13182.39,52729.56
428,428,95,4,59509.32,238037.28
429,429,232,1,18463.39,18463.39
430,430,202,5,10640.66,53203.3
431,431,21,5,7177.36,35886.8
432,432,194,5,33793.71,168968.55
433,433,214,5,46708.94,233544.7
434,434,121,3,12980.71,38942.13
435,435,96,4,5276.47,21105.88
436,436,152,5,11244.0,56220.0
437,437,218,2,28695.07,57390.14
438,438,33,2,1350.02,2700.04
439,439,209,5,39850.3,199251.5
440,440,11,1,38403.76,38403.76
441,441,236,1,12330.19,12330.19
442,442,83,5,62547.04,312735.2
443,443,4,3,54318.36,162955.08
444,444,74,3,20062.57,60187.71
445,445,190,1,42783.57,42783.57
446,446,113,2,14029.76,28059.52
447,447,98,3,45423.62,136270.86
448,448,141,3,11433.67,34301.01
449,449,73,1,44385.63,44385.63
450,450,83,5,62547.04,312735.2
451,451,18,5,44633.15,223165.75
452,452,58,3,45571.21,136713.63
453,453,78,2,40599.73,81199.46
454,454,75,4,42394.12,169576.48
455,455,33,4,1350.02,5400.08
456,456,27,2,51849.33,103698.66
457,457,49,5,10523.25,52616.25
458,458,60,2,49134.01,98268.02
459,459,241,1,29741.02,29741.02
460,460,199,4,7626.21,30504.84
461,461,87,2,46894.5,93789.0
462,462,52,3,11931.31,35793.93
463,463,225,2,60097.04,120194.08
464,464,225,3,60097.04,180291.12
465,465,157,4,10754.95,43019.8
466,466,81,5,30957.28,154786.4
467,467,172,5,53622.22,268111.1
468,468,6,5,642.86,3214.3
469,469,102,2,28252.05,56504.1
470,470,129,2,9524.26,19048.52
471,471,187,1,49126.18,49126.18
472,472,153,4,1829.17,7316.68
473,473,235,1,35669.98,35669.98
474,474,135,4,32067.55,128270.2
475,475,144,4,66090.78,264363.12
476,476,196,3,50609.16,151827.48
477,477,163,4,28241.72,112966.88
478,478,130,5,17397.94,86989.7
479,479,38,4,547.71,2190.84
480,480,49,4,10523.25,42093.0
481,481,219,4,32485.64,129942.56
482,482,64,1,45985.44,45985.44
483,483,151,4,12383.09,49532.36
484,484,117,2,13182.39,26364.78
485,485,149,5,10425.94,52129.7
486,486,186,2,43925.21,87850.42
487,487,223,4,41409.35,165637.4
488,488,217,4,26516.35,106065.4
489,489,106,1,19251.91,19251.91
490,490,146,4,38757.35,155029.4
491,491,169,5,62923.23,314616.15
492,492,128,5,17503.4,87517.0
493,493,208,3,41507.35,124522.05
494,494,239,3,8293.55,24880.65
495,495,250,1,60076.97,60076.97
496,496,203,1,52650.81,52650.81
497,497,176,3,35001.92,105005.76
498,498,72,3,54286.43,162859.29
499,499,170,1,55187.3,55187.3
500,500,114,2,25781.07,51562.14
501,501,154,4,56227.97,224911.88
502,502,41,5,29618.34,148091.7
503,503,230,1,31745.27,31745.27
504,504,176,1,35001.92,35001.92
505,505,5,4,16804.25,67217.0
506,506,157,2,10754.95,21509.9
507,507,182,2,53789.43,107578.86
508,508,177,2,25646.36,51292.72
509,509,104,3,18898.17,56694.51
510,510,38,4,547.71,2190.84
511,511,133,2,45678.86,91357.72
512,512,89,3,35164.04,105492.12
513,513,99,2,10955.12,21910.24
514,514,5,3,16804.25,50412.75
515,515,160,3,5722.02,17166.06
516,516,172,1,53622.22,53622.22
517,517,189,3,58222.2,174666.6
518,518,109,4,29367.34,117469.36
519,519,31,1,21599.36,21599.36
520,520,118,4,4934.91,19739.64
521,521,82,2,37506.05,75012.1
522,522,150,5,25258.79,126293.95
523,523,216,4,21395.53,85582.12
524,524,43,3,29714.26,89142.78
525,525,206,3,6578.5,19735.5
526,526,142,1,24742.5,24742.5
527,527,184,5,25759.96,128799.8
528,528,202,5,10640.66,53203.3
529,529,118,1,4934.91,4934.91
530,530,130,5,17397.94,86989.7
531,531,78,1,40599.73,40599.73
532,532,127,3,60846.23,182538.69
533,533,183,3,12734.47,38203.41
534,534,196,2,50609.16,101218.32
535,535,177,5,25646.36,128231.8
536,536,207,1,68454.58,68454.58
537,537,94,2,28901.65,57803.3
538,538,190,4,42783.57,171134.28
539,539,87,5,46894.5,234472.5
540,540,161,4,4529.81,18119.24
541,541,37,4,3858.64,15434.56
542,542,134,2,50043.92,100087.84
543,543,223,5,41409.35,207046.75
544,544,243,3,131.11,393.33
545,545,9,4,1896.99,7587.96
546,546,190,1,42783.57,42783.57
547,547,90,1,735.6,735.6
548,548,205,2,44040.82,88081.64
549,549,219,1,32485.64,32485.64
550,550,105,5,26970.33,134851.65
551,551,107,4,44008.33,176033.32
552,552,47,1,40909.49,40909.49
553,553,200,2,17145.0,34290.0
554,554,137,1,23377.61,23377.61
555,555,82,4,37506.05,150024.2
556,556,141,2,11433.67,22867.34
557,557,142,4,24742.5,98970.0
558,558,201,1,29524.33,29524.33
559,559,212,2,14743.99,29487.98
560,560,124,5,19205.78,96028.9
561,561,240,3,48841.77,146525.31
562,562,58,4,45571.21,182284.84
563,563,146,5,38757.35,193786.75
564,564,198,2,11169.83,22339.66
565,565,29,3,21169.41,63508.23
566,566,246,5,17087.52,85437.6
567,567,44,3,34014.14,102042.42
568,568,22,2,42176.54,84353.08
569,569,122,1,24480.91,24480.91
570,570,123,2,32240.11,64480.22
571,571,1,4,10808.33,43233.32
572,572,177,2,25646.36,51292.72
573,573,145,1,12802.99,12802.99
574,574,213,5,46579.95,232899.75
575,575,96,5,5276.47,26382.35
576,576,56,1,37341.47,37341.47
577,577,105,5,26970.33,134851.65
578,578,67,5,213.0,1065.0
579,579,53,4,13502.43,54009.72
580,580,200,5,17145.0,85725.0
581,581,238,1,1908.64,1908.64
582,582,109,4,29367.34,117469.36
583,583,42,2,35406.75,70813.5
584,584,138,4,39621.63,158486.52
585,585,109,3,29367.34,88102.02
586,586,171,4,10281.14,41124.56
587,587,12,4,29314.78,117259.12
588,588,122,4,24480.91,97923.64
589,589,96,3,5276.47,15829.41
590,590,145,3,12802.99,38408.97
591,591,115,2,6132.98,12265.96
592,592,189,3,58222.2,174666.6
593,593,75,1,42394.12,42394.12
594,594,208,1,41507.35,41507.35
595,595,82,4,37506.05,150024.2
596,596,124,2,19205.78,38411.56
597,597,91,1,31454.59,31454.59
598,598,76,1,22632.82,22632.82
599,599,46,3,32367.18,97101.54
600,600,177,5,25646.36,128231.8
601,601,167,5,32297.74,161488.7
602,602,189,5,58222.2,291111.0
603,603,141,1,11433.67,11433.67
604,604,7,5,65009.38,325046.9
605,605,234,3,56146.62,168439.86
606,606,207,3,68454.58,205363.74
607,607,136,4,21659.92,86639.68
608,608,39,2,57498.93,114997.86
609,609,88,4,38006.23,152024.92
610,610,129,3,9524.26,28572.78
611,611,194,3,33793.71,101381.13
612,612,201,4,29524.33,118097.32
613,613,162,2,64005.28,128010.56
614,614,12,5,29314.78,146573.9
615,615,6,2,642.86,1285.72
616,616,74,1,20062.57,20062.57
617,617,5,3,16804.25,50412.75
618,618,22,3,42176.54,126529.62
619,619,16,4,10378.88,41515.52
620,620,189,3,58222.2,174666.6
621,621,149,2,10425.94,20851.88
622,622,30,4,10958.09,43832.36
623,623,98,1,45423.62,45423.62
624,624,134,1,50043.92,50043.92
625,625,110,1,7098.93,7098.93
626,626,23,3,56494.42,169483.26
627,627,163,3,28241.72,84725.16
628,628,162,4,64005.28,256021.12
629,629,249,4,30676.08,122704.32
630,630,23,2,56494.42,112988.84
631,631,166,3,5840.36,17521.08
632,632,5,3,16804.25,50412.75
633,633,113,3,14029.76,42089.28
634,634,12,1,29314.78,29314.78
635,635,11,3,38403.76,115211.28
636,636,86,5,21297.54,106487.7
637,637,78,1,40599.73,40599.73
638,638,243,5,131.11,655.55
639,639,151,2,12383.09,24766.18
640,640,34,4,55038.37,220153.48
641,641,6,4,642.86,2571.44
642,642,224,5,53537.82,267689.1
643,643,160,1,5722.02,5722.02
644,644,238,4,1908.64,7634.56
645,645,80,5,21690.71,108453.55
646,646,203,3,52650.81,157952.43
647,647,160,2,5722.02,11444.04
648,648,86,4,21297.54,85190.16
649,649,167,3,32297.74,96893.22
650,650,190,5,42783.57,213917.85
651,651,243,1,131.11,131.11
652,652,236,2,12330.19,24660.38
653,653,202,4,10640.66,42562.64
654,654,55,5,57983.9,289919.5
655,655,56,4,37341.47,149365.88
656,656,75,4,42394.12,169576.48
657,657,36,2,2797.54,5595.08
658,658,78,3,40599.73,121799.19
659,659,84,5,18918.53,94592.65
660,660,235,1,35669.98,35669.98
661,661,125,1,42471.61,42471.61
662,662,135,2,32067.55,64135.1
663,663,61,3,58995.31,176985.93
664,664,17,3,36691.73,110075.19
665,665,224,2,53537.82,107075.64
666,666,67,3,213.0,639.0
667,667,166,5,5840.36,29201.8
668,668,162,4,64005.28,256021.12
669,669,103,2,5533.32,11066.64
670,670,172,5,53622.22,268111.1
671,671,10,1,50484.52,50484.52
672,672,187,1,49126.18,49126.18
673,673,67,3,213.0,639.0
674,674,55,5,57983.9,289919.5
675,675,233,5,59166.85,295834.25
676,676,5,3,16804.25,50412.75
677,677,180,5,22916.64,114583.2
678,678,223,5,41409.35,207046.75
679,679,205,4,44040.82,176163.28
680,680,127,2,60846.23,121692.46
681,681,216,3,21395.53,64186.59
682,682,27,3,51849.33,155547.99
683,683,3,5,1679.44,8397.2
684,684,97,1,68459.59,68459.59
685,685,190,4,42783.57,171134.28
686,686,14,5,4181.19,20905.95
687,687,149,5,10425.94,52129.7
688,688,242,4,14842.89,59371.56
689,689,54,1,3826.07,3826.07
690,690,128,1,17503.4,17503.4
691,691,244,5,3395.09,16975.45
692,692,129,1,9524.26,9524.26
693,693,228,4,66102.43,264409.72
694,694,249,4,30676.08,122704.32
695,695,246,5,17087.52,85437.6
696,696,234,5,56146.62,280733.1
697,697,27,2,51849.33,103698.66
698,698,229,1,40892.85,40892.85
699,699,59,5,43410.48,217052.4
700,700,76,4,22632.82,90531.28
701,701,155,1,646.95,646.95
702,702,174,2,56927.09,113854.18
703,703,141,1,11433.67,11433.67
704,704,94,1,28901.65,28901.65
705,705,26,4,57281.74,229126.96
706,706,65,3,25140.63,75421.89
707,707,67,4,213.0,852.0
708,708,99,2,10955.12,21910.24
709,709,95,4,59509.32,238037.28
710,710,60,1,49134.01,49134.01
711,711,40,3,10792.75,32378.25
712,712,57,4,59016.95,236067.8
713,713,28,2,54176.7,108353.4
714,714,113,4,14029.76,56119.04
715,715,152,5,11244.0,56220.0
716,716,116,4,45582.6,182330.4
717,717,45,2,61881.38,123762.76
718,718,202,5,10640.66,53203.3
719,719,91,4,31454.59,125818.36
720,720,203,5,52650.81,263254.05
721,721,242,3,14842.89,44528.67
722,722,126,3,64362.26,193086.78
723,723,94,1,28901.65,28901.65
724,724,143,1,52558.49,52558.49
725,725,162,5,64005.28,320026.4
726,726,166,5,5840.36,29201.8
727,727,158,4,64606.23,258424.92
728,728,31,4,21599.36,86397.44
729,729,232,2,18463.39,36926.78
730,730,167,2,32297.74,64595.48
731,731,23,3,56494.42,169483.26
732,732,199,4,7626.21,30504.84
733,733,25,4,22922.96,91691.84
734,734,10,3,50484.52,151453.56
735,735,45,4,61881.38,247525.52
736,736,241,1,29741.02,29741.02
737,737,68,3,43109.08,129327.24
738,738,115,1,6132.98,6132.98
739,739,230,4,31745.27,126981.08
740,740,86,1,21297.54,21297.54
741,741,218,3,28695.07,86085.21
742,742,68,1,43109.08,43109.08
743,743,95,2,59509.32,119018.64
744,744,111,3,12779.39,38338.17
745,745,73,3,44385.63,133156.89
746,746,175,5,66335.25,331676.25
747,747,190,2,42783.57,85567.14
748,748,154,4,56227.97,224911.88
749,749,190,5,42783.57,213917.85
750,750,74,3,20062.57,60187.71
751,751,66,1,6070.99,6070.99
752,752,169,5,62923.23,314616.15
753,753,205,1,44040.82,44040.82
754,754,214,2,46708.94,93417.88
755,755,239,4,8293.55,33174.2
756,756,143,1,52558.49,52558.49
757,757,66,5,6070.99,30354.95
758,758,130,4,17397.94,69591.76
759,759,213,4,46579.95,186319.8
760,760,35,1,12662.52,12662.52
761,761,155,2,646.95,1293.9
762,762,208,5,41507.35,207536.75
763,763,207,2,68454.58,136909.16
764,764,114,2,25781.07,51562.14
765,765,153,4,1829.17,7316.68
766,766,239,3,8293.55,24880.65
767,767,189,2,58222.2,116444.4
768,768,80,2,21690.71,43381.42
769,769,210,4,29960.64,119842.56
770,770,172,4,53622.22,214488.88
771,771,1,4,10808.33,43233.32
772,772,73,1,44385.63,44385.63
773,773,80,4,21690.71,86762.84
774,774,67,3,213.0,639.0
775,775,1,2,10808.33,21616.66
