Order_ID,Order_Date,Customer_ID,Store_ID,Employee_ID,Order_Status,Gross_Amount,Discount_Amount,Tax_Amount,Net_Amount
82,2025-09-09 11:25:44,199,15,75,Completed,250219.6,0.0,45039.53,295259.13
83,2026-05-20 14:37:38,365,5,5,Completed,367562.24,6505.05,64990.29,426047.48
84,2026-05-13 16:58:26,370,1,1,Completed,149365.88,0.0,26885.86,176251.74
85,2025-12-08 21:30:44,380,14,59,Completed,47532.44,0.0,8555.84,56088.28
86,2025-11-26 11:57:00,94,12,72,Completed,121532.44,0.0,21875.84,143408.28
87,2026-02-22 15:20:28,190,11,41,Completed,405853.68,0.0,73053.66,478907.34
88,2026-04-10 12:19:31,370,10,55,Completed,149490.32,0.0,26908.26,176398.58
89,2026-06-16 14:24:20,289,9,54,Completed,656024.18,0.0,118084.35,774108.53
90,2026-06-19 20:13:27,489,3,3,Completed,225632.13,0.0,40613.78,266245.91
91,2026-05-26 14:18:10,295,15,45,Completed,104465.86,0.0,18803.85,123269.71
92,2025-11-25 11:18:58,141,8,23,Completed,283096.63,6526.66,49782.59,326352.56
93,2026-05-20 19:17:09,311,13,13,Completed,304997.03,0.0,54899.47,359896.5
94,2026-05-31 11:01:38,283,14,74,Completed,85190.16,2310.12,14918.41,97798.45
95,2025-07-24 16:53:52,492,15,30,Pending,155862.08,0.0,28055.17,183917.25
96,2026-05-31 20:28:33,105,5,50,Completed,151445.52,0.0,27260.19,178705.71
97,2026-04-22 16:56:27,233,5,5,Completed,1889.76,0.0,340.16,2229.92
98,2026-06-11 20:42:07,45,14,14,Returned,413400.76,32772.13,68513.15,449141.78
99,2026-06-16 14:10:32,412,2,32,Completed,217145.72,0.0,39086.23,256231.95
100,2026-03-09 19:49:04,233,11,41,Completed,546551.75,48775.9,89599.65,587375.5
101,2026-06-08 10:59:45,162,15,15,Completed,268841.49,0.0,48391.47,317232.96
102,2026-02-16 19:00:15,163,4,4,Completed,109672.56,0.0,19741.06,129413.62
103,2026-06-24 12:16:30,193,14,14,Completed,422091.56,0.0,75976.48,498068.04
104,2026-01-08 11:12:40,417,3,63,Completed,393903.31,0.0,70902.6,464805.91
105,2024-06-11 15:04:31,487,9,24,Completed,451460.44,0.0,81262.88,532723.32
106,2026-02-01 15:44:16,107,12,27,Completed,211970.6,0.0,38154.71,250125.31
107,2026-02-08 16:33:42,324,10,40,Cancelled,140709.89,0.0,25327.78,166037.67
108,2026-05-14 19:31:31,450,5,5,Completed,480932.17,0.0,86567.79,567499.96
109,2026-03-27 16:18:06,201,10,55,Completed,227708.36,0.0,40987.5,268695.86
110,2026-05-03 16:20:15,494,15,45,Completed,55244.51,0.0,9944.01,65188.52
111,2026-04-30 19:07:22,60,3,63,Completed,289372.17,0.0,52086.99,341459.16
112,2026-06-27 21:55:31,361,3,63,Completed,293692.85,0.0,52864.71,346557.56
113,2025-08-24 13:32:13,352,4,4,Completed,416790.51,0.0,75022.29,491812.8
114,2026-06-30 21:20:16,401,7,7,Completed,173691.25,0.0,31264.42,204955.67
115,2026-06-22 15:16:58,211,7,52,Completed,309325.71,0.0,55678.63,365004.34
116,2025-12-27 19:52:02,249,12,27,Completed,642.86,22.92,111.59,731.53
117,2026-01-01 12:49:40,210,4,19,Completed,134871.31,4991.3,23378.4,153258.41
118,2025-12-31 18:34:01,496,10,55,Cancelled,161835.9,0.0,29130.46,190966.36
119,2026-05-11 21:45:21,11,13,58,Completed,322279.2,0.0,58010.26,380289.46
120,2026-05-29 19:03:33,393,13,73,Completed,352414.26,0.0,63434.57,415848.83
121,2026-06-30 15:55:45,275,4,19,Completed,1829.17,216.38,290.3,1903.09
122,2025-08-08 15:13:35,411,3,33,Completed,56504.1,0.0,10170.74,66674.84
123,2026-04-27 21:33:06,482,1,1,Completed,78885.15,0.0,14199.33,93084.48
124,2026-04-13 13:19:01,406,8,8,Completed,527039.43,0.0,94867.1,621906.53
125,2025-07-24 13:47:07,396,12,27,Completed,312735.2,0.0,56292.34,369027.54
126,2025-12-01 20:56:17,194,11,26,Completed,38006.23,0.0,6841.12,44847.35
127,2026-06-27 09:00:47,40,2,77,Completed,125703.15,0.0,22626.57,148329.72
128,2025-06-25 20:37:50,310,15,30,Completed,119682.67,0.0,21542.88,141225.55
129,2026-06-30 14:27:32,426,10,55,Completed,204827.0,0.0,36868.86,241695.86
130,2026-05-02 10:16:41,155,5,35,Completed,242926.79,0.0,43726.82,286653.61
131,2026-04-18 12:26:35,193,5,35,Completed,88289.24,0.0,15892.06,104181.3
132,2025-08-06 09:31:46,146,15,30,Completed,384573.22,0.0,69223.18,453796.4
133,2026-06-20 10:28:14,191,13,73,Completed,170385.6,0.0,30669.41,201055.01
134,2026-06-23 14:30:36,13,7,7,Completed,401391.81,0.0,72250.53,473642.34
135,2026-06-26 19:05:06,160,6,21,Completed,279532.84,0.0,50315.91,329848.75
136,2026-06-23 12:05:09,107,14,59,Completed,757027.49,0.0,136264.95,893292.44
137,2026-05-03 21:14:03,430,8,68,Completed,236623.04,0.0,42592.15,279215.19
138,2026-06-16 11:02:20,130,7,52,Completed,329809.08,20433.26,55687.65,365063.47
139,2026-06-12 20:13:48,307,7,7,Completed,372238.54,0.0,67002.94,439241.48
140,2026-05-13 19:15:20,251,9,54,Completed,259494.44,38260.99,39822.02,261055.47
141,2025-12-11 15:44:04,248,9,9,Completed,774330.95,0.0,139379.57,913710.52
142,2026-03-09 20:07:10,388,1,16,Completed,70211.07,0.0,12637.99,82849.06
143,2026-06-27 16:10:40,446,2,2,Completed,189069.53,0.0,34032.52,223102.05
144,2026-02-01 15:00:18,250,3,78,Completed,61882.6,0.0,11138.87,73021.47
145,2026-03-31 14:39:56,151,12,42,Completed,415513.79,0.0,74792.48,490306.27
146,2025-11-01 17:43:13,333,3,18,Completed,369137.94,50762.82,57307.52,375682.64
147,2026-03-29 18:16:30,488,12,42,Completed,101917.14,13160.18,15976.25,104733.21
148,2026-06-06 17:45:53,480,6,21,Completed,560717.96,0.0,100929.23,661647.19
149,2026-06-04 16:04:00,163,7,7,Completed,43832.36,645.27,7773.68,50960.77
150,2025-12-29 16:21:06,97,4,4,Completed,228180.91,26602.16,36284.17,237862.92
151,2025-03-31 14:40:35,240,10,40,Returned,77170.12,5879.42,12832.33,84123.03
152,2026-03-19 13:18:52,177,11,11,Completed,363900.01,0.0,65502.0,429402.01
153,2025-03-18 18:49:25,219,10,55,Cancelled,237607.99,0.0,42769.44,280377.43
154,2024-09-12 18:09:06,288,9,24,Completed,290273.1,18772.99,48870.02,320370.13
155,2025-11-19 10:08:51,144,3,33,Returned,112644.02,9021.13,18652.12,122275.01
156,2026-06-12 18:49:54,331,13,58,Completed,141430.78,0.0,25457.54,166888.32
157,2026-06-17 16:13:10,142,13,73,Pending,76594.41,0.0,13786.99,90381.4
158,2026-05-14 18:09:09,119,4,4,Completed,234828.98,0.0,42269.22,277098.2
159,2025-02-07 09:08:32,448,1,31,Completed,201507.97,22359.6,32246.71,211395.08
160,2026-01-20 13:32:48,218,11,26,Completed,238253.64,0.0,42885.66,281139.3
161,2026-06-19 20:30:22,287,7,52,Completed,441753.09,0.0,79515.56,521268.65
162,2026-06-29 18:53:13,268,6,6,Returned,583928.14,0.0,105107.07,689035.21
163,2026-04-29 11:53:27,485,11,26,Completed,637911.47,0.0,114824.06,752735.53
164,2026-03-24 17:57:27,251,12,42,Completed,36926.78,0.0,6646.82,43573.6
165,2026-02-21 21:42:22,92,1,31,Completed,235030.41,0.0,42305.47,277335.88
166,2025-07-07 14:11:59,110,10,40,Completed,265542.26,33195.23,41822.47,274169.5
167,2026-06-20 17:12:00,6,4,79,Completed,254887.26,0.0,45879.71,300766.97
168,2026-06-22 17:58:00,169,2,47,Completed,117201.09,0.0,21096.2,138297.29
169,2026-04-11 16:25:02,18,11,26,Returned,5038.32,0.0,906.9,5945.22
170,2026-06-26 09:36:52,361,5,35,Pending,307078.2,0.0,55274.08,362352.28
171,2025-12-18 19:29:31,368,15,75,Completed,303693.5,0.0,54664.83,358358.33
172,2026-06-05 21:06:02,384,14,74,Completed,522340.63,0.0,94021.31,616361.94
173,2026-05-22 20:11:55,314,15,30,Completed,558835.68,0.0,100590.42,659426.1
174,2026-05-29 16:40:45,43,7,7,Returned,238175.91,0.0,42871.66,281047.57
175,2025-10-18 12:41:39,50,14,74,Completed,486729.53,0.0,87611.32,574340.85
176,2025-01-09 20:10:57,171,14,74,Returned,618610.08,57346.21,101027.5,662291.37
177,2026-06-22 15:26:53,370,6,6,Completed,137460.14,0.0,24742.83,162202.97
178,2026-06-30 11:46:17,32,2,32,Completed,286895.16,0.0,51641.13,338536.29
179,2026-05-28 12:44:32,228,1,31,Completed,40913.92,2693.77,6879.63,45099.78
180,2026-04-11 13:35:22,326,12,12,Completed,502692.97,0.0,90484.73,593177.7
181,2026-04-10 16:05:07,239,10,10,Completed,491251.97,66385.59,76475.95,501342.33
182,2026-01-18 14:37:40,94,12,12,Cancelled,382735.04,55508.21,58900.83,386127.66
183,2026-06-07 19:23:29,393,3,3,Completed,2587.8,0.0,465.8,3053.6
184,2026-05-31 19:41:57,371,4,34,Returned,140126.82,0.0,25222.83,165349.65
185,2026-05-25 09:24:45,383,13,28,Completed,296633.89,39518.99,46280.68,303395.58
186,2025-09-27 15:14:53,143,3,78,Completed,342569.91,16820.81,58634.84,384383.94
187,2025-09-14 13:44:28,453,4,19,Completed,4934.91,0.0,888.28,5823.19
188,2026-06-12 21:41:33,251,6,51,Returned,73704.98,0.0,13266.9,86971.88
189,2025-11-07 18:24:09,324,11,11,Completed,253721.86,0.0,45669.93,299391.79
190,2025-12-31 19:51:43,108,12,57,Returned,382637.05,52895.26,59353.52,389095.31
191,2026-06-03 17:49:13,107,6,51,Completed,465742.83,0.0,83833.71,549576.54
192,2026-04-21 17:42:40,240,5,5,Completed,377643.27,0.0,67975.79,445619.06
193,2026-02-08 14:36:24,72,8,68,Completed,59210.11,0.0,10657.82,69867.93
194,2025-09-17 19:22:55,462,1,31,Completed,680904.19,0.0,122562.75,803466.94
195,2026-06-16 14:41:57,82,7,52,Completed,341288.12,0.0,61431.86,402719.98
196,2026-06-06 16:34:11,468,6,51,Returned,277102.55,0.0,49878.46,326981.01
197,2026-06-04 18:36:44,225,13,73,Returned,237645.59,0.0,42776.21,280421.8
198,2025-11-23 20:23:38,205,8,8,Completed,366794.59,22642.75,61947.33,406099.17
199,2026-05-28 12:48:59,348,7,52,Completed,100187.73,0.0,18033.79,118221.52
200,2026-06-27 21:17:36,260,2,62,Completed,24531.92,0.0,4415.75,28947.67
201,2025-08-06 13:56:38,15,3,78,Cancelled,556202.18,0.0,100116.39,656318.57
202,2026-06-29 18:48:08,483,9,24,Completed,310598.53,38308.35,49012.23,321302.41
203,2026-05-11 13:50:49,171,13,13,Completed,289627.0,6176.31,51021.12,334471.81
204,2025-10-09 16:00:42,178,8,23,Completed,56252.99,2472.33,9680.52,63461.18
205,2025-09-20 10:11:15,453,3,33,Completed,15107.45,0.0,2719.34,17826.79
206,2026-06-18 19:35:54,224,2,32,Completed,536370.3,0.0,96546.65,632916.95
207,2026-06-22 10:30:35,3,8,8,Completed,218088.89,0.0,39256.0,257344.89
208,2026-04-27 15:53:29,358,4,79,Completed,115298.0,0.0,20753.64,136051.64
209,2026-01-29 11:20:48,391,15,15,Cancelled,429133.09,0.0,77243.96,506377.05
210,2026-05-24 19:46:55,205,13,43,Completed,149373.98,0.0,26887.32,176261.3
211,2025-04-27 16:42:47,202,9,9,Cancelled,104500.65,0.0,18810.12,123310.77
212,2026-04-16 14:23:21,14,4,19,Completed,343866.13,0.0,61895.9,405762.03
213,2026-04-28 19:14:08,1,10,70,Completed,15107.45,0.0,2719.34,17826.79
214,2025-11-06 10:21:24,23,4,34,Completed,163637.96,0.0,29454.83,193092.79
215,2025-12-12 15:43:52,218,3,33,Completed,700760.35,0.0,126136.86,826897.21
216,2026-06-05 15:43:33,134,7,7,Completed,441332.6,0.0,79439.87,520772.47
217,2026-05-28 19:46:06,239,13,13,Completed,54009.72,6996.55,8462.37,55475.54
218,2026-06-26 14:08:36,208,13,13,Completed,205670.06,3712.74,36352.32,238309.64
219,2026-03-22 19:42:25,352,8,8,Completed,332764.88,0.0,59897.68,392662.56
220,2026-05-10 20:40:07,28,5,35,Completed,165446.56,0.0,29780.38,195226.94
221,2026-01-30 14:49:30,411,15,75,Completed,401436.06,21973.4,68303.28,447765.94
222,2025-06-16 21:11:27,433,9,39,Completed,395571.77,0.0,71202.92,466774.69
223,2025-05-01 11:00:21,197,14,74,Cancelled,270759.83,0.0,48736.77,319496.6
224,2025-06-21 17:52:39,363,10,55,Completed,170881.76,17049.18,27689.86,181522.44
225,2026-06-24 13:02:07,233,7,7,Completed,450162.4,0.0,81029.23,531191.63
226,2026-06-29 18:43:23,236,6,6,Completed,161213.97,0.0,29018.51,190232.48
227,2026-05-13 09:34:17,173,11,26,Returned,408045.13,0.0,73448.12,481493.25
228,2026-06-23 14:19:40,183,7,7,Pending,49871.58,7460.61,7633.97,50044.94
229,2026-06-18 20:25:15,58,6,6,Completed,595764.64,0.0,107237.64,703002.28
230,2026-06-18 19:31:27,274,2,32,Completed,100832.01,0.0,18149.76,118981.77
231,2026-04-01 20:52:33,177,8,68,Completed,148759.96,0.0,26776.79,175536.75
232,2026-06-25 09:09:38,21,2,47,Cancelled,247297.0,33068.09,38561.2,252790.11
233,2026-05-30 17:46:05,327,13,13,Completed,233350.07,0.0,42003.01,275353.08
234,2026-03-23 15:01:11,327,12,42,Cancelled,240286.97,0.0,43251.65,283538.62
235,2026-02-13 10:50:12,132,12,12,Returned,250485.07,0.0,45087.31,295572.38
236,2026-05-16 21:03:23,156,10,40,Completed,274715.08,0.0,49448.71,324163.79
237,2026-05-23 20:44:49,111,13,58,Completed,484632.67,0.0,87233.88,571866.55
238,2026-04-01 15:58:11,257,11,11,Completed,119613.4,0.0,21530.41,141143.81
239,2026-06-09 09:50:26,140,1,46,Completed,375526.32,0.0,67594.74,443121.06
240,2026-06-22 21:40:20,141,5,35,Completed,294613.8,0.0,53030.48,347644.28
241,2025-08-19 12:04:39,116,1,76,Completed,174566.12,0.0,31421.9,205988.02
242,2026-02-23 19:38:21,365,10,70,Completed,54176.7,0.0,9751.81,63928.51
243,2025-09-07 14:20:22,244,15,15,Completed,53449.9,0.0,9620.98,63070.88
244,2026-03-29 12:34:44,78,8,68,Completed,392931.96,0.0,70727.75,463659.71
245,2026-04-11 19:54:36,200,5,35,Cancelled,247399.0,0.0,44531.82,291930.82
246,2026-02-06 10:13:47,324,8,68,Returned,105889.02,0.0,19060.02,124949.04
247,2026-05-17 16:43:29,190,5,35,Pending,154279.66,15775.38,24930.77,163435.05
248,2026-05-05 14:36:27,320,10,40,Completed,221441.26,0.0,39859.43,261300.69
249,2026-05-13 12:24:58,392,1,31,Completed,496309.3,6826.67,88106.87,577589.5
250,2025-05-14 15:13:13,194,10,10,Returned,253045.8,0.0,45548.24,298594.04
251,2026-05-26 21:49:47,293,5,5,Cancelled,396109.03,0.0,71299.63,467408.66
252,2026-06-08 15:57:38,282,7,52,Completed,454947.22,0.0,81890.5,536837.72
253,2026-06-22 19:40:48,395,6,6,Returned,502493.9,0.0,90448.9,592942.8
254,2025-07-13 15:31:48,258,9,54,Completed,19739.64,0.0,3553.14,23292.78
255,2026-02-18 11:25:18,423,15,75,Pending,51970.0,0.0,9354.6,61324.6
256,2026-06-21 11:43:58,425,6,66,Completed,83231.13,0.0,14981.6,98212.73
257,2026-02-13 15:12:40,298,11,26,Pending,322154.53,25699.55,53361.9,349816.88
258,2026-06-11 10:38:36,115,3,78,Completed,56220.0,0.0,10119.6,66339.6
259,2026-03-27 12:10:36,485,1,31,Completed,76921.06,0.0,13845.79,90766.85
260,2026-06-14 20:38:56,351,2,47,Completed,138988.09,17848.99,21805.04,142944.14
261,2025-10-02 16:23:46,200,9,24,Completed,497958.69,0.0,89632.56,587591.25
262,2026-01-07 14:08:18,90,8,68,Completed,455526.3,58161.32,71525.7,468890.68
263,2026-02-04 12:43:38,16,4,79,Completed,127360.6,0.0,22924.91,150285.51
264,2026-06-04 17:41:07,124,13,28,Completed,401137.5,37197.57,65509.19,429449.12
265,2026-06-08 16:46:04,429,6,21,Pending,39571.37,0.0,7122.85,46694.22
266,2026-02-25 17:30:55,17,11,41,Completed,87712.87,0.0,15788.32,103501.19
267,2026-06-29 10:45:49,401,7,52,Completed,246334.37,0.0,44340.19,290674.56
268,2026-02-16 16:52:46,274,12,12,Completed,522311.73,0.0,94016.11,616327.84
269,2026-05-28 14:25:45,416,7,67,Returned,1679.44,0.0,302.3,1981.74
270,2026-02-15 21:07:06,323,11,26,Completed,162263.22,0.0,29207.38,191470.6
271,2026-06-23 21:07:46,135,13,73,Completed,379047.36,0.0,68228.52,447275.88
272,2025-12-04 12:50:30,212,11,26,Completed,525171.27,0.0,94530.83,619702.1
273,2026-06-15 20:31:48,50,6,6,Completed,115967.8,4474.27,20068.84,131562.37
274,2026-06-23 16:21:50,134,6,51,Completed,561484.11,40972.85,93692.03,614203.29
275,2025-09-24 21:08:09,133,10,55,Completed,313227.93,0.0,56381.03,369608.96
276,2026-05-18 20:18:19,14,4,34,Cancelled,339817.94,0.0,61167.23,400985.17
277,2025-10-26 20:28:43,82,10,55,Returned,7901.41,0.0,1422.25,9323.66
278,2026-05-15 18:18:54,381,13,28,Completed,118120.41,0.0,21261.67,139382.08
279,2025-12-05 18:19:09,327,4,4,Completed,183941.76,0.0,33109.52,217051.28
280,2026-06-16 18:57:10,133,6,66,Cancelled,326587.3,0.0,58785.71,385373.01
281,2026-05-16 17:20:33,330,3,78,Completed,495979.26,0.0,89276.27,585255.53
282,2025-05-14 17:30:11,444,15,75,Completed,20062.57,0.0,3611.26,23673.83
283,2025-10-08 14:14:19,195,1,76,Completed,401554.01,30630.18,66766.29,437690.12
284,2026-04-22 19:12:22,77,5,50,Completed,42084.41,0.0,7575.19,49659.6
285,2026-06-09 20:54:52,292,15,15,Completed,129760.69,0.0,23356.92,153117.61
286,2026-05-01 12:23:42,269,15,30,Pending,300680.69,0.0,54122.52,354803.21
287,2026-06-30 10:17:35,321,2,47,Cancelled,265601.1,12199.38,45612.31,299014.03
288,2025-08-16 21:03:28,434,12,72,Completed,204317.46,0.0,36777.14,241094.6
289,2025-11-14 20:59:41,127,4,34,Completed,724652.12,0.0,130437.38,855089.5
290,2026-05-23 09:38:17,117,12,57,Completed,183458.65,15650.53,30205.46,198013.58
291,2025-08-08 11:33:19,47,12,27,Completed,352194.88,0.0,63395.08,415589.96
292,2026-06-10 10:34:56,117,4,79,Completed,45094.31,668.29,7996.68,52422.7
293,2026-05-18 16:07:28,164,13,13,Completed,163416.94,0.0,29415.05,192831.99
294,2026-06-20 18:31:19,102,2,77,Completed,580013.2,0.0,104402.38,684415.58
295,2026-06-23 21:41:12,298,7,7,Completed,461476.55,25205.47,78528.79,514799.87
296,2026-01-22 13:48:26,326,10,70,Completed,404850.38,57125.8,62590.42,410315.0
297,2026-01-21 17:30:32,253,11,11,Completed,145348.26,11297.48,24129.14,158179.92
298,2026-06-29 17:15:21,331,5,35,Completed,724591.87,0.0,130426.54,855018.41
299,2026-03-27 16:07:48,288,9,39,Cancelled,93818.08,0.0,16887.25,110705.33
300,2026-03-19 16:31:10,250,1,31,Completed,128231.8,0.0,23081.72,151313.52
301,2026-06-14 10:59:55,390,7,67,Completed,454336.32,0.0,81780.54,536116.86
302,2026-05-27 11:12:49,327,11,41,Completed,311296.39,0.0,56033.35,367329.74
303,2025-12-10 13:20:49,119,4,34,Completed,194492.06,0.0,35008.57,229500.63
304,2026-06-23 18:13:36,53,11,26,Completed,170490.97,0.0,30688.37,201179.34
305,2026-06-09 15:50:10,166,3,18,Completed,252876.27,29308.04,40242.28,263810.51
306,2026-01-20 17:30:41,313,11,11,Completed,446008.77,0.0,80281.58,526290.35
307,2026-05-20 13:30:59,214,13,43,Completed,138078.62,0.0,24854.15,162932.77
308,2026-06-10 14:46:22,156,6,21,Completed,51195.89,0.0,9215.26,60411.15
309,2026-06-07 18:25:48,162,8,23,Completed,224138.2,2734.48,39852.67,261256.39
310,2026-06-21 14:41:51,391,7,7,Completed,118077.66,15223.71,18513.71,121367.66
311,2026-05-07 20:12:13,234,13,43,Completed,322617.92,0.0,58071.23,380689.15
312,2026-04-10 14:27:50,132,5,35,Completed,277807.11,0.0,50005.28,327812.39
